2025-08-04 22:26:53.945 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2025-08-04 22:26:53.962 [restartedMain] INFO  com.threadly.ThreadlyApplication - Starting ThreadlyApplication using Java 17.0.14 with PID 4241 (/Users/gimgyubaeg/workspace/java/project/ecommerce/threadly/threadly-apps/app-api/build/classes/java/main started by gimgyubaeg in /Users/gimgyubaeg/workspace/java/project/ecommerce/threadly)
2025-08-04 22:26:53.962 [restartedMain] DEBUG com.threadly.ThreadlyApplication - Running with Spring Boot v3.3.3, Spring v6.1.12
2025-08-04 22:26:53.962 [restartedMain] INFO  com.threadly.ThreadlyApplication - The following 1 profile is active: "dev"
2025-08-04 22:26:53.979 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-08-04 22:26:53.979 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-08-04 22:26:54.614 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-08-04 22:26:54.614 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-08-04 22:26:54.703 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 85 ms. Found 9 JPA repository interfaces.
2025-08-04 22:26:54.711 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-08-04 22:26:54.711 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-08-04 22:26:54.723 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.threadly.adapter.persistence.core.post.repository.PostImageJpaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
